,date,open,close,high,low,volume
122,2020-07-08,4692.8621,4774.0042,4803.3643,4670.6501,34807484700
123,2020-07-09,4770.0769,4840.7712,4854.1201,4757.2943,35104689300
124,2020-07-10,4796.0873,4753.1333,4821.3745,4734.4725,31694965100
125,2020-07-13,4742.3738,4852.9612,4878.0773,4741.8743,32164544600
126,2020-07-14,4836.1655,4806.6902,4860.4404,4729.9258,29724198500
127,2020-07-15,4821.5155,4744.4687,4837.4757,4723.3608,27238900600
128,2020-07-16,4741.5295,4516.2532,4772.5638,4513.6537,28465713300
129,2020-07-17,4524.7717,4544.7007,4601.3733,4485.8214,20737556300
130,2020-07-20,4597.2038,4680.3046,4681.9431,4534.2305,24606891400
131,2020-07-21,4697.5026,4691.0425,4714.2925,4661.444,20041565900
132,2020-07-22,4682.6575,4714.4454,4790.4491,4675.3488,22419921100
133,2020-07-23,4668.7401,4712.4357,4731.4004,4607.6585,23431456900
134,2020-07-24,4679.0273,4505.5906,4691.698,4479.3928,24390520300
135,2020-07-27,4535.0053,4528.45,4558.1189,4482.4408,17142055100
136,2020-07-28,4567.6691,4568.2576,4590.2496,4537.6849,16276849800
137,2020-07-29,4559.1634,4679.008,4680.558,4548.8535,18669530500
138,2020-07-30,4689.7632,4656.1506,4704.6305,4649.7677,16696756600
139,2020-07-31,4652.1824,4695.0462,4741.8084,4621.9635,18483902600
140,2020-08-03,4735.8985,4771.3108,4771.3694,4720.025,21477623900
141,2020-08-04,4778.4866,4775.8024,4807.0782,4747.7748,23997498500
142,2020-08-05,4761.7637,4777.1089,4786.7031,4711.2723,19670054800
143,2020-08-06,4779.2377,4762.7642,4791.8565,4691.1569,22785440600
144,2020-08-07,4742.2939,4707.9262,4749.0217,4637.8427,21351821600
145,2020-08-10,4681.7553,4724.8697,4757.6634,4646.2885,20378883200
146,2020-08-11,4730.3748,4681.7837,4791.5337,4674.8642,20554651100
147,2020-08-12,4668.8899,4647.6446,4681.6206,4566.2736,20288723900
148,2020-08-13,4666.4901,4635.7126,4671.7689,4626.1033,15255009200
149,2020-08-14,4627.61,4704.6288,4708.0709,4617.632,14729292100
150,2020-08-17,4727.1204,4815.2261,4838.0864,4721.3589,26800155600
151,2020-08-18,4816.5703,4812.7564,4825.3861,4788.8293,18913985400
152,2020-08-19,4804.6655,4740.6784,4809.0499,4738.0086,19244294800
153,2020-08-20,4708.1253,4679.1544,4721.4357,4662.8032,15836863900
154,2020-08-21,4717.7874,4718.8431,4739.4836,4684.8101,14265786400
155,2020-08-24,4746.4035,4755.8491,4769.4673,4716.6054,15114351200
156,2020-08-25,4769.2107,4761.9507,4802.4122,4746.313,14170135100
157,2020-08-26,4761.7186,4706.1302,4786.4249,4689.881,15130518000
158,2020-08-27,4718.062,4731.3451,4731.9351,4679.3623,11904285000
159,2020-08-28,4727.292,4844.2652,4850.4884,4719.3526,15939976500
160,2020-08-31,4870.9337,4816.2153,4901.2115,4816.2123,20256702900
161,2020-09-01,4803.3922,4842.1223,4842.135,4791.7829,13839540200
162,2020-09-02,4859.0754,4843.887,4863.5509,4797.5204,15798952400
163,2020-09-03,4841.502,4817.0952,4877.0117,4800.0577,14567120100
164,2020-09-04,4737.2368,4770.219,4778.203,4726.5559,12003279600
165,2020-09-07,4759.5213,4669.3677,4789.3031,4655.56,14860779100
166,2020-09-08,4683.8256,4694.3894,4707.8966,4639.0531,13919922700
167,2020-09-09,4634.247,4584.5887,4645.1972,4558.0304,16227710700
168,2020-09-10,4632.0994,4581.9775,4647.7505,4572.2058,15065287800
169,2020-09-11,4572.2572,4627.2826,4630.8842,4563.1061,11530242400
170,2020-09-14,4652.0539,4651.0507,4666.9862,4625.9877,10723517900
171,2020-09-15,4649.4472,4688.4826,4691.4997,4630.5374,10191592500
172,2020-09-16,4683.006,4657.3584,4690.6815,4638.4586,10875364100
173,2020-09-17,4642.0542,4632.7142,4664.9491,4601.639,10598363100
174,2020-09-18,4636.6422,4737.0887,4737.8039,4631.7045,16042647500
175,2020-09-21,4750.7481,4691.4281,4752.9799,4688.7199,12453582700
176,2020-09-22,4654.2179,4635.7608,4706.2096,4622.1111,11967294700
177,2020-09-23,4639.6592,4652.3273,4665.96,4623.5528,9582652800
178,2020-09-24,4623.9535,4563.0657,4631.9482,4562.2086,11259368300
179,2020-09-25,4582.482,4570.0216,4599.5387,4554.7199,9301515500
180,2020-09-28,4582.6471,4581.9085,4613.6324,4571.1507,8504838900
181,2020-09-29,4608.2926,4591.7993,4616.6767,4586.3537,8599385800
182,2020-09-30,4607.5753,4587.3953,4634.7239,4563.4108,8908120000
183,2020-10-09,4663.61,4681.1412,4695.4041,4655.0851,11133751200
184,2020-10-12,4705.1883,4823.1578,4823.2666,4704.1554,15578455800
185,2020-10-13,4812.8989,4839.201,4845.9191,4795.373,11651633800
186,2020-10-14,4830.4575,4807.1021,4830.4575,4795.9069,11190692300
187,2020-10-15,4810.7821,4798.7361,4833.8925,4796.2647,10996496200
188,2020-10-16,4798.9162,4791.676,4825.5518,4765.967,11671610200
189,2020-10-19,4823.4944,4755.4879,4849.605,4747.3356,12924636100
190,2020-10-20,4751.3694,4793.4672,4793.4672,4739.4583,9804815600
191,2020-10-21,4801.6313,4792.8284,4801.6313,4758.8552,10380570300
192,2020-10-22,4780.5954,4777.9845,4791.8078,4725.4993,10135089100
193,2020-10-23,4775.4665,4718.4881,4802.456,4717.0984,10682518400
194,2020-10-26,4684.0465,4691.2359,4713.3945,4639.3019,10834327500
195,2020-10-27,4680.1371,4699.2792,4708.4623,4671.8536,9265630400
196,2020-10-28,4703.0036,4737.2718,4753.3125,4685.6012,10846340200
197,2020-10-29,4683.607,4772.9198,4803.0317,4679.2529,11711725000
198,2020-10-30,4776.4726,4695.3338,4778.5089,4683.4719,13980230300
199,2020-11-02,4702.7457,4720.8313,4738.0239,4695.4436,14286769300
200,2020-11-03,4743.1742,4777.5608,4793.3963,4734.1748,13605540800
201,2020-11-04,4781.448,4813.6564,4825.4638,4770.5582,11466180600
202,2020-11-05,4861.3377,4885.1118,4885.1118,4837.9996,13924459400
203,2020-11-06,4897.6295,4885.7178,4897.6295,4845.4293,15363903400
204,2020-11-09,4918.8609,4981.3497,4997.8017,4918.8609,19713198400
205,2020-11-10,4995.4126,4953.8756,4995.4126,4928.9319,17626721400
206,2020-11-11,4937.7582,4904.8981,4957.5846,4901.7067,16447051500
207,2020-11-12,4916.7736,4908.463,4926.3422,4891.51,11811461900
208,2020-11-13,4886.9778,4856.8513,4886.9778,4825.7578,13369307900
209,2020-11-16,4880.958,4904.1716,4904.1716,4848.6239,14877098000
210,2020-11-17,4903.12,4894.786,4909.2902,4865.3942,15148746400
211,2020-11-18,4889.6749,4891.6716,4911.0876,4870.7162,16421661600
212,2020-11-19,4880.9224,4927.9891,4939.7911,4870.2005,13368137800
213,2020-11-20,4928.2223,4943.2882,4947.4297,4922.5895,12940034100
214,2020-11-23,4954.5987,5005.0273,5029.6515,4940.4494,20591518700
215,2020-11-24,4997.0485,4974.2855,5001.0614,4960.9817,15663791100
216,2020-11-25,4992.7466,4910.7,5004.7732,4910.7,17034052700
217,2020-11-26,4908.3208,4919.5912,4925.2857,4867.8153,13720233800
218,2020-11-27,4930.5928,4980.765,4980.765,4917.3479,16295292200
219,2020-11-30,4994.1063,4960.2519,5055.192,4960.2519,26263895000
220,2020-12-01,4963.1302,5067.0983,5072.5494,4963.1302,20406563800
221,2020-12-02,5072.9755,5067.1447,5090.6084,5043.3091,19543547600
222,2020-12-03,5065.4531,5057.0603,5072.3046,5033.7887,17786574800
223,2020-12-04,5049.5231,5065.9163,5072.3865,5017.8506,14434716700
224,2020-12-07,5065.7285,5022.2351,5067.8698,5014.609,13989621700
225,2020-12-08,5029.1063,5009.8786,5043.0605,4998.9218,12307302900
226,2020-12-09,5022.3846,4942.6986,5033.6417,4942.5195,13891696500
227,2020-12-10,4931.2933,4940.5249,4962.7433,4919.7696,12591427000
228,2020-12-11,4957.8236,4889.6292,4957.8236,4849.3547,15935769700
229,2020-12-14,4903.627,4934.8352,4937.2601,4887.6599,12080155200
230,2020-12-15,4931.6019,4945.1,4954.1885,4904.7926,11834263300
231,2020-12-16,4957.2971,4953.867,4968.8558,4938.1932,10677896800
232,2020-12-17,4960.729,5017.4784,5021.6171,4950.3713,13338547900
233,2020-12-18,5014.3211,4999.9678,5027.4446,4979.0051,12804961800
234,2020-12-21,4995.7622,5046.8396,5048.5074,4969.999,14081178200
235,2020-12-22,5034.9831,4964.7727,5055.1348,4960.9457,16234497000
236,2020-12-23,4977.2994,5007.1235,5028.4506,4968.1509,14029281900
237,2020-12-24,5006.0051,5000.0154,5033.038,4979.2371,11441866700
238,2020-12-25,4985.7695,5042.0137,5042.0978,4973.6812,12100697900
239,2020-12-28,5042.9432,5064.4147,5089.3447,5037.8582,13691440700
240,2020-12-29,5071.449,5042.9361,5077.4167,5034.3078,14119866200
241,2020-12-30,5037.9848,5113.7105,5113.7105,5036.6288,14862644800
242,2020-12-31,5122.4799,5211.2885,5215.6178,5122.4799,17160250900
243,2021-01-04,5212.9313,5267.7181,5284.4343,5190.9372,21171138200
244,2021-01-05,5245.8355,5368.5049,5368.5049,5234.3775,22493115900
245,2021-01-06,5386.5144,5417.6677,5433.4694,5341.4304,19377344400
246,2021-01-07,5428.3944,5513.6568,5513.6568,5413.3526,21987208000
247,2021-01-08,5526.2876,5495.4306,5547.4733,5442.6939,20432495600
248,2021-01-11,5504.2358,5441.1583,5555.6916,5412.5046,23183598300
249,2021-01-12,5419.4996,5596.3525,5596.3525,5417.6272,22422018600
250,2021-01-13,5609.2637,5577.9711,5644.7195,5535.1435,26156988600
251,2021-01-14,5556.2125,5470.4563,5568.0179,5458.6818,24368338000
252,2021-01-15,5471.391,5458.0812,5500.6348,5390.2737,23863743500
253,2021-01-18,5438.1618,5518.5205,5541.4613,5410.775,20705186900
254,2021-01-19,5525.969,5437.5234,5532.4793,5415.7166,21104342500
255,2021-01-20,5439.9111,5476.4336,5496.0493,5426.5357,17091326000
256,2021-01-21,5492.9587,5564.9693,5593.1058,5490.5626,20995019700
257,2021-01-22,5562.379,5569.776,5573.6594,5513.8769,19930002000
258,2021-01-25,5564.1237,5625.9232,5655.4795,5543.2663,19704701900
259,2021-01-26,5600.9017,5512.9678,5600.9017,5505.9962,17190459000
260,2021-01-27,5505.7708,5528.0034,5534.9928,5449.6385,16019084100
261,2021-01-28,5450.3695,5377.1427,5462.2352,5360.3766,17048558500
262,2021-01-29,5413.9684,5351.9646,5430.2015,5288.0955,18217878400
263,2021-02-01,5356.8535,5417.6484,5422.299,5342.0458,16631370600
264,2021-02-02,5429.7032,5501.0915,5503.2145,5411.5173,16521056500
265,2021-02-03,5499.2961,5485.2008,5532.8864,5473.1237,18805431700
266,2021-02-04,5453.9764,5473.9475,5510.0535,5411.5749,18057565400
267,2021-02-05,5494.7011,5483.414,5550.7714,5477.6517,18969959800
268,2021-02-08,5506.1423,5564.5618,5576.4908,5479.8529,16403377500
269,2021-02-09,5584.165,5686.2502,5686.2502,5555.0537,16488726000
270,2021-02-10,5709.684,5807.7191,5823.4219,5707.3295,17016978600
271,2021-02-18,5922.0714,5768.3814,5930.9122,5747.6631,21884868600
272,2021-02-19,5734.0193,5778.842,5787.8871,5667.3209,21447578000
273,2021-02-22,5785.5097,5597.3327,5785.5097,5597.3327,28212438200
274,2021-02-23,5542.6841,5579.6681,5644.7551,5541.1092,23380772700
275,2021-02-24,5591.4795,5437.5683,5598.8284,5379.7278,22542861000
276,2021-02-25,5494.4706,5469.5584,5527.6296,5444.1646,23073602800
277,2021-02-26,5343.9041,5336.7609,5416.3197,5318.8579,21226454300
278,2021-03-01,5389.2499,5418.7837,5421.555,5345.9449,17746352300
279,2021-03-02,5453.2847,5349.6301,5454.9687,5305.0545,19651111500
280,2021-03-03,5327.3467,5452.2125,5452.396,5316.4809,19470905400
281,2021-03-04,5388.4785,5280.7058,5392.3725,5254.7771,21277521100
282,2021-03-05,5191.9699,5262.7958,5307.8203,5174.2458,20262795600
283,2021-03-08,5299.7907,5080.0246,5326.2602,5079.7984,23023163500
284,2021-03-09,5066.1546,4970.9994,5094.311,4917.909,23071100400
285,2021-03-10,5047.0589,5003.6121,5055.2785,4981.6161,16992849000
286,2021-03-11,5024.5586,5128.2156,5138.4146,5020.5784,18960076600
287,2021-03-12,5153.674,5146.3786,5153.674,5086.8234,20102058900
288,2021-03-15,5116.1228,5035.5441,5120.8757,4992.3989,20415308400
289,2021-03-16,5054.4089,5079.3624,5084.3085,5009.951,16139005400
290,2021-03-17,5062.7706,5100.8581,5123.5452,5020.1255,14916237600
291,2021-03-18,5114.5872,5141.7681,5160.4566,5111.1294,14290151800
292,2021-03-19,5068.5319,5007.0907,5089.9175,4980.7609,16417484900
293,2021-03-22,5008.3953,5057.152,5071.3378,4996.541,16740263200
294,2021-03-23,5057.0632,5009.2459,5064.02,4966.534,15801396700
295,2021-03-24,4985.4013,4928.6853,5024.3274,4919.8932,15938598200
296,2021-03-25,4904.0683,4926.3469,4950.7608,4883.6615,13294518900
297,2021-03-26,4953.9453,5037.9899,5050.8292,4953.9453,14592669700
298,2021-03-29,5052.2634,5046.8773,5086.6543,5010.3902,14338821500
299,2021-03-30,5043.0952,5094.7291,5106.0365,5032.795,13861856000
300,2021-03-31,5085.9497,5048.3607,5085.9497,5015.607,14133574300
301,2021-04-01,5059.9359,5110.7768,5115.4286,5056.8718,12032489000
302,2021-04-02,5129.8545,5161.5569,5169.8312,5116.3472,12700225400
303,2021-04-06,5178.6401,5140.3418,5181.149,5125.3301,10983421000
304,2021-04-07,5141.6556,5103.7428,5141.6556,5065.1932,14576374800
305,2021-04-08,5078.2627,5112.2086,5129.1318,5062.0725,14177104700
306,2021-04-09,5100.0422,5035.3374,5100.0422,5022.0926,12841650900
307,2021-04-12,5026.9791,4947.7459,5045.6018,4933.0126,15264431400
308,2021-04-13,4949.8074,4939.6438,4994.5404,4924.1979,13291935800
309,2021-04-14,4945.6857,4980.6279,4987.1191,4940.2686,12086083800
310,2021-04-15,4969.9099,4948.9741,4969.9099,4900.3033,10882938400
311,2021-04-16,4966.8999,4966.1811,4979.1731,4917.9596,11123992400
312,2021-04-19,4966.409,5087.0165,5088.2106,4940.7473,15476982400
313,2021-04-20,5065.7757,5083.3654,5119.8586,5058.9247,13654170000
314,2021-04-21,5055.2398,5098.7449,5110.5623,5047.9916,12463727700
315,2021-04-22,5114.2799,5089.2435,5119.2246,5067.1382,12116764500
316,2021-04-23,5088.8263,5135.4534,5149.9825,5086.4914,12205699100
317,2021-04-26,5156.5941,5077.2372,5181.1066,5072.9585,15138196700
318,2021-04-27,5076.6415,5090.5195,5095.9842,5042.6099,12396183700
319,2021-04-28,5073.9728,5119.2421,5119.4455,5059.2628,12062031800
320,2021-04-29,5128.2795,5164.1692,5170.5852,5113.6484,14009248000
321,2021-04-30,5156.3557,5123.489,5163.2517,5094.9285,16012162100
322,2021-05-06,5098.8006,5061.1244,5132.8986,5037.4083,15882263000
323,2021-05-07,5073.4554,4996.0527,5093.7471,4996.037,17225832100
324,2021-05-10,5001.4371,4992.422,5019.3927,4953.6965,17082058500
325,2021-05-11,4956.0794,5023.0595,5033.4938,4925.9152,15152649700
326,2021-05-12,5003.8171,5044.5481,5051.1682,4995.4048,12661908600
327,2021-05-13,4992.3519,4992.9738,5022.0836,4975.4462,13227940600
328,2021-05-14,5007.6286,5110.5901,5112.9838,4981.2948,15942618000
329,2021-05-17,5115.3063,5184.9853,5206.6947,5115.3063,15388963400
330,2021-05-18,5190.9345,5187.6013,5201.6721,5156.7924,11840426100
331,2021-05-19,5173.1666,5172.272,5193.5574,5151.6392,11872998300
332,2021-05-20,5167.0546,5186.412,5201.5935,5152.0358,13845477500
333,2021-05-21,5199.1285,5134.1483,5216.1615,5123.1171,12476848500
334,2021-05-24,5138.8149,5155.5875,5155.5875,5092.3894,12674233600
335,2021-05-25,5165.0361,5318.478,5324.3609,5161.5238,18299683900
336,2021-05-26,5326.1169,5320.5927,5344.2837,5308.7389,16960709600
337,2021-05-27,5311.3726,5338.2329,5378.4764,5286.05,14846285500
338,2021-05-28,5338.7278,5321.0886,5360.2774,5288.6515,16460580600
339,2021-05-31,5318.0825,5331.5696,5331.6294,5281.6851,14460326900
340,2021-06-01,5320.4745,5341.6798,5343.7529,5269.259,14383147400
341,2021-06-02,5348.344,5289.9736,5352.6404,5266.7852,13775431900
342,2021-06-03,5285.7098,5255.2855,5314.3691,5255.0719,14196887800
343,2021-06-04,5228.2761,5282.2772,5334.4899,5221.2291,14473208700
344,2021-06-07,5284.8907,5277.6271,5286.8424,5242.9481,12770497100
345,2021-06-08,5276.9711,5232.1165,5319.0406,5201.1404,13055953200
346,2021-06-09,5224.9496,5236.4493,5253.3555,5215.3506,12182032100
347,2021-06-10,5236.4691,5271.4661,5299.5299,5229.5182,13899196700
348,2021-06-11,5275.7456,5224.703,5276.1039,5213.5991,18080717300
349,2021-06-15,5218.5648,5166.5597,5225.5021,5137.409,14288005800
350,2021-06-16,5163.2493,5080.4909,5164.5192,5076.0222,12514798500
351,2021-06-17,5074.3839,5101.8924,5123.3651,5073.8211,12045251800
352,2021-06-18,5104.9297,5102.4657,5128.0309,5064.9208,14858580500
353,2021-06-21,5088.0893,5090.3854,5123.7827,5058.5699,13218451600
354,2021-06-22,5106.0743,5122.1583,5125.8186,5086.2776,13041675300
355,2021-06-23,5127.191,5147.3938,5171.033,5109.7571,13635605800
356,2021-06-24,5156.5638,5155.9738,5160.4346,5120.5844,12668562500
357,2021-06-25,5159.8017,5239.9684,5251.6076,5157.4758,15493106100
358,2021-06-28,5253.6081,5251.7604,5260.6372,5226.2201,13319378300
359,2021-06-29,5248.5249,5190.5445,5248.5249,5182.6771,12516299700
360,2021-06-30,5189.3797,5224.041,5231.4262,5186.625,10375267100
361,2021-07-01,5241.2039,5229.6642,5252.2642,5190.8762,12724062000
362,2021-07-02,5186.6613,5081.1172,5186.6613,5074.3621,13042642400
363,2021-07-05,5073.7787,5085.7924,5098.2305,5048.004,13121158900
364,2021-07-06,5089.778,5083.1043,5092.2066,5028.5058,14065522000
365,2021-07-07,5052.4204,5140.4899,5152.7711,5045.4056,14854906000
366,2021-07-08,5149.3095,5088.2566,5151.2171,5078.9295,17390100800
367,2021-07-09,5063.148,5069.4361,5081.4086,5006.4115,16065322600
368,2021-07-12,5108.3783,5132.7088,5159.4115,5070.3188,20621203900
369,2021-07-13,5128.6138,5142.0991,5154.0508,5114.943,16648220900
370,2021-07-14,5130.7522,5083.0849,5130.7522,5075.1252,18835272000
371,2021-07-15,5073.2634,5151.4626,5153.8056,5067.6767,18107710300
372,2021-07-16,5140.904,5094.7727,5140.904,5090.6321,16995598200
373,2021-07-19,5083.7276,5113.4945,5120.8235,5047.6234,15319958900
374,2021-07-20,5080.2158,5108.9941,5114.0033,5067.8619,12930004400
